trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_1,GSLS,lr_pp,no,yes,no,,plur,plur,plur,matelots,prêtres,émeuvent,Ces matelots loin des prêtres émeuvent des serveurs.,auditory,soldats,False,5.0
trial_2,GS,sr_pp,no,yes,no,,plur,plur,plur,coiffeurs,libraires,haïssent,Auprès des coiffeurs ces libraires haïssent des prêtres.,auditory,prêtres,True,5.5
trial_3,GSLS,lr_obj,no,yes,no,,sing,sing,sing,coiffeur,dentiste,entend,Le coiffeur que ce dentiste entend vomit encore.,auditory,Le,True,6.0
trial_4,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,comédien,dentiste,craignent,Auprès du comédien le dentiste craignent le marchand.,auditory,marchand,True,6.5
trial_5,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,coiffeur,patient,élisent,Ce coiffeur que ce patient élisent peint souvent.,auditory,sait,False,7.0
trial_6,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,juges,médecins,bénit,Près des juges les médecins bénit les soldats.,auditory,Près,True,5.0
trial_7,GSLS,lr_pp,no,yes,no,,sing,sing,sing,marchand,marin,endort,Le marchand auprès du marin endort le plombier.,auditory,Le,True,5.5
trial_8,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,médecin,pompier,punissent,Un médecin proche du pompier punissent ce prêtre.,auditory,du,True,6.0
trial_9,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,dentiste,gardiens,défend,Un dentiste que les gardiens défend sait danser.,auditory,que,True,6.5
trial_10,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,clients,comédien,endorment,Des clients que ce comédien endorment mentent souvent.,auditory,clients,True,7.0
trial_11,GSLD,lr_pp,no,no,yes,,sing,plur,sing,patient,plombiers,entend,Un patient auprès des plombiers entend le pompier.,auditory,Un,True,5.0
trial_12,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,gérant,juges,élisent,Ce gérant près des juges élisent ce notaire.,auditory,reçoivent,False,5.5
trial_13,GDLS,lr_obj,no,no,yes,,plur,sing,sing,champions,facteur,plaint,Les champions que ce facteur plaint vomissent parfois.,auditory,dentiste,False,6.0
trial_14,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,bouchers,comédiens,émeut,Des bouchers loin des comédiens émeut ces marchands.,auditory,loin,True,6.5
trial_15,GS,sr_pp,no,yes,no,,sing,sing,sing,chanteur,libraire,craint,Auprès du chanteur le libraire craint le soldat.,auditory,ce,False,7.0
trial_16,GDLS,lr_obj,no,no,yes,,sing,plur,plur,gardien,gérants,attendent,Le gardien que ces gérants attendent peint rarement.,auditory,gérants,True,5.0
trial_17,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,comédiens,danseurs,séduit,Ces comédiens que les danseurs séduit veulent manger.,auditory,danseurs,True,5.5
trial_18,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,comédiens,juge,bénit,Les comédiens près du juge bénit les malades.,auditory,près,True,6.0
trial_19,GSLD,lr_pp,no,no,yes,,plur,sing,plur,juges,matelot,émeuvent,Ces juges auprès du matelot émeuvent les pompiers.,auditory,marchands,False,6.5
trial_20,GSLS,lr_obj,no,yes,no,,plur,plur,plur,facteurs,gérants,craignent,Les facteurs que ces gérants craignent partent lentement.,auditory,Les,True,7.0
trial_21,GS,sr_pp,no,yes,no,,sing,sing,sing,juge,marchand,reçoit,Auprès du juge un marchand reçoit le peintre.,visual,juge,True,5.0
trial_22,GSLS,lr_pp,no,yes,no,,plur,plur,plur,juges,marchands,élisent,Ces juges auprès des marchands élisent les patients.,visual,Ces,True,5.5
trial_23,GSLD,lr_pp,no,no,yes,,plur,sing,plur,comédiens,malade,bénissent,Les comédiens proche du malade bénissent les vendeurs.,visual,ces,False,6.0
trial_24,GSLS,lr_obj,no,yes,no,,plur,plur,plur,coiffeurs,comédiens,servent,Les coiffeurs que ces comédiens servent doivent manger.,visual,servent,True,6.5
trial_25,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,comédien,patient,attendent,Le comédien que ce patient attendent repart aussitôt.,visual,patient,True,7.0
trial_26,GDLS,lr_obj,no,no,yes,,plur,sing,sing,champions,comédien,plaint,Ces champions que ce comédien plaint mentent souvent.,visual,souvent,True,5.0
trial_27,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,marchand,notaires,plaignent,Un marchand auprès des notaires plaignent un vendeur.,visual,vendeur,True,5.5
trial_28,GS,sr_pp,no,yes,no,,plur,plur,plur,matelots,médecins,décrivent,Loin des matelots ces médecins décrivent les notaires.,visual,notaires,True,6.0
trial_29,GSLD,lr_pp,no,no,yes,,sing,plur,sing,chanteur,comédiens,séduit,Le chanteur proche des comédiens séduit ce gardien.,visual,gardien,True,6.5
trial_30,GSLS,lr_obj,no,yes,no,,sing,sing,sing,champion,gérant,sert,Un champion que ce gérant sert doit manger.,visual,matelot,False,7.0
trial_31,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,dentistes,marchand,endorment,Ces dentistes que le marchand endorment doivent payer.,visual,dentistes,True,5.0
trial_32,GSLS,lr_pp,no,yes,no,,sing,sing,sing,prêtre,serveur,punit,Un prêtre loin du serveur punit ce soldat.,visual,serveur,True,5.5
trial_33,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,boucher,danseur,punissent,Ce boucher proche du danseur punissent le pompier.,visual,peintre,False,6.0
trial_34,GDLS,lr_obj,no,no,yes,,sing,plur,plur,chanteur,marins,élisent,Le chanteur que ces marins élisent veut mourir.,visual,ces,True,6.5
trial_35,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,champions,matelots,punit,Les champions que les matelots punit répondent aussitôt.,visual,proche,False,7.0
trial_36,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,danseur,médecin,suivent,Proche du danseur le médecin suivent ce plombier.,visual,le,True,5.0
trial_37,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,chefs,clients,sert,Loin des chefs les clients sert des comédiens.,visual,chefs,True,5.5
trial_38,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,juges,malade,décrit,Ces juges loin du malade décrit les notaires.,visual,notaires,True,6.0
trial_39,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,gérant,libraires,craint,Le gérant que les libraires craint doit manger.,visual,que,True,6.5
