trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_1,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,champion,plombiers,entendent,Un champion loin des plombiers entendent ce prêtre.,visual,Le,False,5.0
trial_2,GS,sr_pp,no,yes,no,,plur,plur,plur,malades,marchands,plaignent,Proche des malades des marchands plaignent ces notaires.,visual,des,True,5.5
trial_3,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,clients,malades,plaint,Près des clients les malades plaint les soldats.,visual,plaint,True,6.0
trial_4,GDLS,lr_obj,no,no,yes,,sing,plur,plur,comédien,dentistes,séduisent,Ce comédien que les dentistes séduisent repart dehors.,visual,bénissent,False,6.5
trial_5,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,coiffeurs,danseurs,élit,Les coiffeurs que ces danseurs élit veulent manger.,visual,loin,False,7.0
trial_6,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,champion,plombiers,plaint,Le champion que ces plombiers plaint peint souvent.,visual,ces,True,5.0
trial_7,GSLD,lr_pp,no,no,yes,,plur,sing,plur,juges,libraire,entendent,Ces juges proche du libraire entendent des notaires.,visual,comédiens,False,5.5
trial_8,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,champion,libraire,décrivent,Un champion auprès du libraire décrivent un médecin.,visual,soldat,False,6.0
trial_9,GSLS,lr_pp,no,yes,no,,sing,sing,sing,client,médecin,attend,Le client auprès du médecin attend le plombier.,visual,du,True,6.5
trial_10,GDLS,lr_obj,no,no,yes,,plur,sing,sing,marins,matelot,attend,Ces marins que le matelot attend veulent dormir.,visual,matelot,True,7.0
trial_11,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,marchands,patient,plaignent,Les marchands que le patient plaignent peignent toujours.,visual,punissent,False,5.0
trial_12,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,chefs,serveur,attend,Ces chefs loin du serveur attend les vendeurs.,visual,attend,True,5.5
trial_13,GSLS,lr_pp,no,yes,no,,plur,plur,plur,gardiens,marins,élisent,Ces gardiens loin des marins élisent des soldats.,visual,élisent,True,6.0
