trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_1,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,chanteur,client,séduisent,Proche du chanteur ce client séduisent le danseur.,auditory,un,False,5.0
trial_2,GDLS,lr_obj,no,no,yes,,plur,sing,sing,malades,notaire,séduit,Des malades que le notaire séduit savent conduire.,auditory,hait,False,5.5
trial_3,GSLS,lr_obj,no,yes,no,,sing,sing,sing,libraire,médecin,entend,Ce libraire que le médecin entend repart dehors.,auditory,Un,False,6.0
trial_4,GSLS,lr_pp,no,yes,no,,sing,sing,sing,coiffeur,plombier,bénit,Ce coiffeur proche du plombier bénit le pompier.,auditory,près,False,6.5
trial_5,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,coiffeur,matelots,décrivent,Ce coiffeur auprès des matelots décrivent ce pompier.,auditory,auprès,True,7.0
trial_6,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,comédiens,marin,plaignent,Ces comédiens que ce marin plaignent vomissent souvent.,auditory,mentent,False,5.0
trial_7,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,juges,notaire,punit,Des juges auprès du notaire punit ces peintres.,auditory,peintres,True,5.5
trial_8,GS,sr_pp,no,yes,no,,sing,sing,sing,gérant,peintre,endort,Proche du gérant le peintre endort le plombier.,auditory,patient,False,6.0
trial_9,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,clients,gérants,sert,Les clients auprès des gérants sert ces médecins.,auditory,des,True,6.5
trial_10,GDLS,lr_obj,no,no,yes,,sing,plur,plur,libraire,notaires,plaignent,Le libraire que ces notaires plaignent répond rarement.,auditory,part,False,7.0
trial_11,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,chanteur,gérant,craignent,Un chanteur que le gérant craignent répond lentement.,auditory,peint,False,5.0
trial_12,GSLS,lr_pp,no,yes,no,,plur,plur,plur,juges,marins,suivent,Des juges proche des marins suivent ces vendeurs.,auditory,les,False,5.5
trial_13,GSLD,lr_pp,no,no,yes,,sing,plur,sing,juge,marchands,élit,Le juge loin des marchands élit ce peintre.,auditory,un,False,6.0
trial_14,GSLS,lr_obj,no,yes,no,,plur,plur,plur,facteurs,libraires,craignent,Des facteurs que ces libraires craignent peignent toujours.,auditory,ces,True,6.5
trial_15,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,malades,notaires,endort,Les malades que les notaires endort répondent lentement.,auditory,loin,False,7.0
trial_16,GS,sr_pp,no,yes,no,,plur,plur,plur,chefs,notaires,défendent,Auprès des chefs ces notaires défendent ces pompiers.,auditory,les,False,5.0
trial_17,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,champions,malades,entend,Près des champions les malades entend des notaires.,auditory,entend,True,5.5
trial_18,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,boucher,champions,sert,Ce boucher que les champions sert veut mourir.,auditory,les,True,6.0
trial_19,GSLD,lr_pp,no,no,yes,,plur,sing,plur,champions,matelot,séduisent,Ces champions proche du matelot séduisent les patients.,auditory,des,False,6.5
trial_20,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,gérant,médecin,séduisent,Ce gérant loin du médecin séduisent un notaire.,auditory,le,False,7.0
trial_21,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,chanteur,danseurs,servent,Ce chanteur près des danseurs servent ce plombier.,visual,chanteur,True,5.0
trial_22,GDLS,lr_obj,no,no,yes,,sing,plur,plur,coiffeur,facteurs,servent,Le coiffeur que les facteurs servent peint rarement.,visual,rarement,True,5.5
trial_23,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,comédien,facteur,élisent,Un comédien que ce facteur élisent écrit souvent.,visual,que,True,6.0
trial_24,GSLS,lr_pp,no,yes,no,,sing,sing,sing,coiffeur,danseur,décrit,Ce coiffeur loin du danseur décrit un vendeur.,visual,danseur,True,6.5
trial_25,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,champions,malades,hait,Ces champions que les malades hait répondent rarement.,visual,malades,True,7.0
trial_26,GSLS,lr_pp,no,yes,no,,plur,plur,plur,clients,gardiens,défendent,Des clients proche des gardiens défendent des gérants.,visual,les,False,5.0
trial_27,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,gardien,gérant,élisent,Ce gardien près du gérant élisent un notaire.,visual,notaire,True,5.5
trial_28,GS,sr_pp,no,yes,no,,sing,sing,sing,libraire,notaire,élit,Auprès du libraire ce notaire élit un patient.,visual,du,True,6.0
trial_29,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,facteur,marchands,endort,Un facteur que les marchands endort ment parfois.,visual,facteur,True,6.5
trial_30,GSLS,lr_obj,no,yes,no,,plur,plur,plur,champions,coiffeurs,séduisent,Des champions que ces coiffeurs séduisent partent lentement.,visual,partent,True,7.0
trial_31,GSLD,lr_pp,no,no,yes,,plur,sing,plur,comédiens,juge,bénissent,Des comédiens près du juge bénissent ces peintres.,visual,les,False,5.0
